claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status
FRA0813,Maharashtra,Nashik,Village_90,IFR,6.79,6.27,28,Gram Sabha,0,1,17.6,1,20.092364,73.822554,Approved
FRA0814,Odisha,Koraput,Village_55,IFR,5.9,6.01,135,DLC,1,1,5.32,3,18.820818,82.830193,Rejected
FRA0815,Chhattisgarh,Kanker,Village_98,CR,6.58,6.26,147,DLC,1,0,16.46,1,20.39873,81.39873,Approved
FRA0816,Jharkhand,Gumla,Village_38,IFR,4.89,5.0,44,Title Issued,0,1,52.66,0,23.039551,84.40322,Rejected
FRA0817,Chhattisgarh,Bastar,Village_28,CFR,3.0,2.59,178,Gram Sabha,0,0,0.47,2,19.139846,82.007699,Approved
FRA0818,Odisha,Mayurbhanj,Village_38,CFR,6.78,5.77,177,Title Issued,1,0,1.58,2,22.026952,86.635724,Pending
FRA0819,Chhattisgarh,Bastar,Village_35,CFR,7.55,6.98,25,Title Issued,1,1,12.14,0,19.021656,81.839095,Rejected
FRA0820,Odisha,Keonjhar,Village_47,IFR,7.0,6.53,42,DLC,0,0,63.0,1,21.67294,85.531433,Pending
FRA0821,Odisha,Koraput,Village_22,CFR,7.99,7.31,109,Title Issued,0,0,72.96,3,18.691913,82.831065,Pending
FRA0822,Madhya Pradesh,Balaghat,Village_74,CR,8.95,9.35,46,Title Issued,1,1,60.56,0,21.78401,80.160284,Pending
FRA0823,Jharkhand,Gumla,Village_62,CR,8.45,8.52,91,DLC,0,1,56.08,1,23.127505,84.445249,Pending
FRA0824,Jharkhand,Ranchi,Village_77,CFR,9.14,8.42,55,Gram Sabha,0,0,62.2,0,23.3581,85.356485,Approved
FRA0825,Odisha,Mayurbhanj,Village_69,CR,5.84,5.76,98,DLC,1,0,40.14,1,21.924628,86.759004,Pending
FRA0826,Odisha,Koraput,Village_28,CFR,4.9,4.52,45,Title Issued,0,1,35.44,0,18.689037,82.564754,Rejected
FRA0827,Odisha,Koraput,Village_83,CFR,6.28,5.76,179,Title Issued,1,0,13.08,3,18.77767,82.682917,Approved
FRA0828,Jharkhand,Gumla,Village_55,IFR,4.3,4.13,41,Gram Sabha,0,0,78.52,0,22.918764,84.502347,Rejected
FRA0829,Jharkhand,Simdega,Village_10,CFR,8.72,8.05,173,SDLC,0,1,74.79,2,22.580681,84.511775,Pending
FRA0830,Jharkhand,Simdega,Village_49,CR,1.62,1.42,98,SDLC,0,1,55.79,1,22.590384,84.516152,Approved
FRA0831,Maharashtra,Gadchiroli,Village_66,IFR,2.43,2.3,118,Gram Sabha,0,0,80.78,1,20.246871,79.883589,Rejected
FRA0832,Madhya Pradesh,Dindori,Village_10,IFR,5.9,6.13,52,Title Issued,0,1,48.41,0,22.799659,81.064048,Rejected
FRA0833,Odisha,Koraput,Village_10,CFR,5.5,4.95,66,SDLC,1,0,72.94,1,18.744907,82.76803,Approved
FRA0834,Chhattisgarh,Bastar,Village_22,IFR,9.4,9.14,71,Title Issued,1,0,81.47,0,19.169295,81.825039,Approved
FRA0835,Madhya Pradesh,Mandla,Village_47,IFR,5.6,5.84,123,DLC,1,0,13.58,2,22.659443,80.35666,Pending
FRA0836,Chhattisgarh,Bastar,Village_5,IFR,6.51,5.75,164,Gram Sabha,0,1,27.39,2,18.987845,81.900058,Rejected
FRA0837,Jharkhand,Ranchi,Village_66,CR,7.59,7.81,75,Gram Sabha,1,1,65.97,2,23.4392,85.407954,Pending
FRA0838,Maharashtra,Nashik,Village_62,CFR,3.76,3.23,116,Gram Sabha,1,0,6.36,1,20.006269,73.747147,Pending
FRA0839,Madhya Pradesh,Mandla,Village_43,CFR,5.94,5.06,108,SDLC,1,1,85.94,0,22.563689,80.297169,Approved
FRA0840,Chhattisgarh,Kanker,Village_34,CR,5.85,5.93,163,Title Issued,1,1,68.12,0,20.361963,81.359895,Approved
FRA0841,Chhattisgarh,Surguja,Village_7,CFR,9.38,9.06,89,Gram Sabha,1,1,58.66,3,22.811079,83.138477,Rejected
FRA0842,Madhya Pradesh,Mandla,Village_99,IFR,1.96,1.99,144,Title Issued,1,0,16.56,0,22.491503,80.336228,Pending
FRA0843,Jharkhand,Simdega,Village_22,CR,8.81,8.67,23,DLC,1,1,30.59,2,22.517862,84.595254,Approved
FRA0844,Maharashtra,Nandurbar,Village_58,IFR,2.64,2.27,105,SDLC,0,0,2.43,3,21.308321,74.122004,Rejected
FRA0845,Maharashtra,Gadchiroli,Village_60,CR,4.69,4.77,87,DLC,0,1,61.44,1,20.041037,79.855324,Approved
FRA0846,Jharkhand,Ranchi,Village_4,CFR,8.01,8.13,51,DLC,1,1,17.49,3,23.471779,85.222283,Approved
FRA0847,Chhattisgarh,Bastar,Village_9,CR,5.17,5.22,142,DLC,0,1,39.01,1,19.228289,82.010358,Approved
FRA0848,Chhattisgarh,Bastar,Village_20,CFR,7.18,7.11,174,DLC,1,1,19.78,2,18.981414,81.817117,Rejected
FRA0849,Odisha,Koraput,Village_83,CR,8.15,8.54,51,Gram Sabha,1,0,87.92,1,18.876515,82.809906,Rejected
FRA0850,Odisha,Keonjhar,Village_27,IFR,8.72,8.4,125,Title Issued,1,1,81.6,2,21.564614,85.605509,Approved
FRA0851,Madhya Pradesh,Dindori,Village_93,CFR,4.62,4.35,55,Title Issued,0,0,37.74,3,22.804535,81.217528,Rejected
FRA0852,Madhya Pradesh,Mandla,Village_81,IFR,2.18,1.88,87,Title Issued,0,1,3.44,0,22.492772,80.457686,Pending
FRA0853,Chhattisgarh,Kanker,Village_61,CR,8.9,8.29,42,SDLC,1,0,68.43,2,20.317559,81.470324,Pending
FRA0854,Maharashtra,Nandurbar,Village_47,CR,2.64,2.25,121,Gram Sabha,0,0,2.63,1,21.40255,74.300835,Rejected
FRA0855,Odisha,Mayurbhanj,Village_21,IFR,4.36,4.09,64,Title Issued,1,0,25.81,1,21.976824,86.854042,Rejected
FRA0856,Maharashtra,Gadchiroli,Village_41,IFR,7.66,7.65,23,DLC,0,1,46.46,1,20.162806,79.894476,Rejected
FRA0857,Madhya Pradesh,Balaghat,Village_1,CFR,6.92,6.81,161,DLC,0,1,27.16,0,21.713396,80.126755,Approved
FRA0858,Madhya Pradesh,Balaghat,Village_96,CFR,5.64,5.64,100,DLC,0,1,83.77,2,21.736506,80.082396,Pending
FRA0859,Madhya Pradesh,Balaghat,Village_23,CR,4.68,4.76,152,DLC,0,1,20.95,1,21.930261,80.229361,Pending
FRA0860,Madhya Pradesh,Dindori,Village_60,CFR,3.78,3.47,164,Title Issued,1,0,29.53,3,22.855671,81.166899,Pending
FRA0861,Odisha,Mayurbhanj,Village_4,CR,1.38,1.25,179,Gram Sabha,1,0,5.96,0,21.902954,86.703027,Rejected
FRA0862,Jharkhand,Ranchi,Village_41,CR,8.25,7.14,20,Gram Sabha,1,0,26.79,2,23.298804,85.370621,Approved
FRA0863,Odisha,Keonjhar,Village_9,CR,4.22,3.86,124,DLC,1,0,54.63,3,21.659858,85.501208,Rejected
FRA0864,Odisha,Koraput,Village_88,CR,3.94,3.81,125,Gram Sabha,0,1,67.56,2,18.760946,82.703883,Rejected
FRA0865,Jharkhand,Gumla,Village_27,IFR,7.84,8.1,112,Title Issued,0,1,21.39,2,22.97136,84.688387,Pending
FRA0866,Jharkhand,Simdega,Village_86,CFR,5.11,4.59,153,Title Issued,0,1,53.07,1,22.557974,84.636075,Pending
FRA0867,Chhattisgarh,Surguja,Village_75,CR,3.86,3.82,103,SDLC,1,0,67.01,0,22.941066,83.064275,Pending
FRA0868,Odisha,Keonjhar,Village_17,CFR,4.97,5.11,166,DLC,0,0,17.82,3,21.740762,85.600067,Approved
FRA0869,Jharkhand,Simdega,Village_100,IFR,8.5,7.83,54,Title Issued,0,1,15.32,3,22.509952,84.526867,Pending
FRA0870,Chhattisgarh,Bastar,Village_36,CFR,9.53,9.09,83,Title Issued,0,1,32.12,1,18.971794,81.958066,Approved
FRA0871,Chhattisgarh,Kanker,Village_32,CFR,2.84,2.96,41,Gram Sabha,1,1,40.44,2,20.351087,81.428414,Approved
FRA0872,Maharashtra,Nashik,Village_86,IFR,7.6,7.93,26,Gram Sabha,0,0,11.61,3,19.899394,73.889475,Pending
FRA0873,Chhattisgarh,Bastar,Village_64,IFR,2.1,2.13,124,SDLC,1,0,77.12,1,19.05885,81.861302,Rejected
FRA0874,Madhya Pradesh,Balaghat,Village_81,IFR,7.95,7.27,89,Title Issued,0,0,60.66,3,21.943463,80.094567,Approved
FRA0875,Maharashtra,Gadchiroli,Village_78,IFR,9.74,8.99,71,Gram Sabha,0,0,4.92,2,20.167466,79.967511,Rejected
FRA0876,Maharashtra,Nashik,Village_1,CFR,5.1,5.0,134,DLC,1,0,55.32,0,20.128784,73.864967,Pending
FRA0877,Chhattisgarh,Kanker,Village_22,CFR,7.14,6.75,100,Title Issued,1,0,22.5,1,20.136271,81.548259,Pending
FRA0878,Odisha,Keonjhar,Village_11,CR,9.69,9.04,135,Title Issued,0,0,21.39,1,21.743423,85.657208,Approved
FRA0879,Madhya Pradesh,Balaghat,Village_79,CFR,8.94,8.89,54,SDLC,1,0,79.67,1,21.89239,80.108825,Rejected
FRA0880,Jharkhand,Simdega,Village_81,IFR,6.46,6.45,83,SDLC,1,0,75.08,0,22.711514,84.443291,Approved
FRA0881,Odisha,Koraput,Village_87,CR,1.54,1.34,35,SDLC,1,0,60.99,0,18.711167,82.795394,Approved
FRA0882,Jharkhand,Ranchi,Village_44,CFR,4.47,4.04,64,SDLC,0,1,6.36,0,23.441595,85.282822,Approved
FRA0883,Jharkhand,Ranchi,Village_13,IFR,6.75,6.68,21,Gram Sabha,1,1,53.48,3,23.303528,85.246509,Pending
FRA0884,Maharashtra,Gadchiroli,Village_72,CFR,9.02,7.7,178,Gram Sabha,0,0,14.48,0,20.263342,79.929465,Rejected
FRA0885,Chhattisgarh,Bastar,Village_15,CFR,7.37,7.22,164,DLC,1,1,16.56,3,19.245147,82.01396,Approved
FRA0886,Chhattisgarh,Bastar,Village_32,CFR,3.06,2.82,118,Title Issued,1,0,70.53,3,18.95306,82.028974,Rejected
FRA0887,Chhattisgarh,Surguja,Village_62,IFR,6.35,5.71,179,Gram Sabha,0,0,37.76,2,22.880449,83.062454,Rejected
FRA0888,Madhya Pradesh,Mandla,Village_47,CFR,8.2,7.78,103,Title Issued,1,1,79.84,2,22.581434,80.38491,Pending
FRA0889,Madhya Pradesh,Balaghat,Village_98,IFR,10.0,9.98,177,DLC,1,0,13.84,1,21.934712,80.066033,Approved
FRA0890,Odisha,Koraput,Village_38,CR,2.8,2.93,53,SDLC,1,0,68.29,0,18.669044,82.710215,Approved
FRA0891,Jharkhand,Gumla,Village_22,CFR,9.8,8.64,118,Title Issued,0,1,50.17,3,22.935182,84.530253,Approved
FRA0892,Maharashtra,Gadchiroli,Village_71,CFR,9.2,9.43,43,Title Issued,1,0,2.81,3,20.255656,79.929589,Approved
FRA0893,Madhya Pradesh,Mandla,Village_11,CR,8.2,8.21,166,Title Issued,0,0,57.92,0,22.487369,80.230881,Approved
FRA0894,Chhattisgarh,Surguja,Village_69,CFR,5.86,5.47,160,Title Issued,1,0,57.31,0,23.005263,83.082165,Pending
FRA0895,Madhya Pradesh,Balaghat,Village_97,IFR,9.36,9.61,111,DLC,0,0,43.99,0,21.864451,80.238837,Rejected
FRA0896,Chhattisgarh,Bastar,Village_89,IFR,9.86,9.87,79,SDLC,0,1,36.25,0,18.956977,82.097412,Rejected
FRA0897,Chhattisgarh,Surguja,Village_37,CFR,8.5,8.87,116,SDLC,0,0,17.57,2,22.911441,83.343492,Pending
FRA0898,Chhattisgarh,Kanker,Village_75,CFR,1.2,1.16,59,Gram Sabha,0,1,33.19,0,20.258564,81.431443,Rejected
FRA0899,Madhya Pradesh,Balaghat,Village_81,CFR,9.78,10.07,150,Title Issued,0,0,20.44,1,21.69046,80.280655,Rejected
FRA0900,Maharashtra,Gadchiroli,Village_32,CFR,1.7,1.56,163,Gram Sabha,0,1,49.23,3,20.089446,80.061997,Approved
FRA0901,Jharkhand,Gumla,Village_86,CFR,1.61,1.42,114,DLC,1,0,79.72,2,23.124078,84.47239,Approved
FRA0902,Odisha,Koraput,Village_32,CFR,2.87,2.76,135,SDLC,0,0,78.37,1,18.865974,82.654562,Approved
FRA0903,Maharashtra,Gadchiroli,Village_73,IFR,8.92,7.73,37,Title Issued,1,1,47.6,2,20.178706,80.109694,Pending
FRA0904,Odisha,Mayurbhanj,Village_25,CR,8.01,7.32,35,SDLC,1,0,85.88,1,21.85891,86.786138,Pending
FRA0905,Maharashtra,Nashik,Village_31,CFR,3.43,3.46,113,SDLC,1,1,88.46,3,19.934934,73.918464,Rejected
FRA0906,Maharashtra,Nashik,Village_16,CFR,7.07,6.33,120,Title Issued,1,0,65.75,3,20.107162,73.873286,Approved
FRA0907,Maharashtra,Nandurbar,Village_49,CR,7.26,6.95,130,Title Issued,1,0,46.19,1,21.279435,74.093033,Pending
FRA0908,Odisha,Koraput,Village_29,IFR,7.44,6.46,125,DLC,1,1,54.01,1,18.953502,82.765718,Approved
FRA0909,Maharashtra,Gadchiroli,Village_18,CR,1.16,1.05,48,SDLC,1,1,83.74,3,20.057852,80.095351,Pending
FRA0910,Madhya Pradesh,Mandla,Village_66,IFR,1.07,0.98,46,Gram Sabha,1,1,84.21,1,22.469667,80.373605,Pending
FRA0911,Maharashtra,Gadchiroli,Village_88,CFR,4.55,4.34,122,Title Issued,1,0,11.03,1,20.324874,79.918722,Approved
FRA0912,Madhya Pradesh,Mandla,Village_93,IFR,3.33,3.26,54,SDLC,0,1,16.6,2,22.699975,80.233038,Approved
FRA0913,Maharashtra,Gadchiroli,Village_5,CR,7.01,6.4,34,DLC,1,0,33.6,2,20.054841,80.058365,Pending
FRA0914,Jharkhand,Simdega,Village_44,CFR,4.67,4.01,147,SDLC,0,1,87.69,3,22.55566,84.493611,Approved
FRA0915,Odisha,Mayurbhanj,Village_49,IFR,9.21,8.25,118,Gram Sabha,0,0,38.62,2,21.941488,86.681245,Pending
FRA0916,Maharashtra,Gadchiroli,Village_4,CR,2.59,2.5,157,DLC,1,1,23.21,0,20.190475,79.898392,Rejected
FRA0917,Odisha,Koraput,Village_32,CFR,6.98,7.17,70,DLC,0,0,76.02,2,18.930812,82.664624,Approved
FRA0918,Chhattisgarh,Bastar,Village_1,CFR,6.45,6.64,75,SDLC,1,0,82.72,0,19.051763,81.964446,Approved
FRA0919,Maharashtra,Gadchiroli,Village_87,IFR,2.4,2.04,134,SDLC,1,0,0.02,3,20.061193,80.076522,Pending
FRA0920,Chhattisgarh,Bastar,Village_45,IFR,9.46,9.26,82,Title Issued,1,0,82.03,1,19.052196,81.85497,Pending
FRA0921,Jharkhand,Ranchi,Village_16,CFR,5.25,4.73,148,DLC,0,0,39.34,1,23.211478,85.2834,Pending
FRA0922,Madhya Pradesh,Mandla,Village_44,CR,6.02,5.47,179,SDLC,0,0,84.39,0,22.455474,80.422961,Pending
FRA0923,Chhattisgarh,Bastar,Village_10,CFR,6.03,5.17,128,SDLC,1,0,34.71,0,18.955757,81.813324,Rejected
FRA0924,Madhya Pradesh,Balaghat,Village_86,IFR,8.78,8.76,159,Title Issued,0,1,88.65,0,21.897282,80.165242,Approved
FRA0925,Chhattisgarh,Kanker,Village_41,CFR,9.82,8.49,45,DLC,0,0,58.8,3,20.334409,81.399406,Rejected
FRA0926,Madhya Pradesh,Dindori,Village_45,CR,3.32,3.37,97,Gram Sabha,0,1,64.42,3,23.055147,80.9407,Approved
FRA0927,Madhya Pradesh,Mandla,Village_3,IFR,9.03,8.83,46,DLC,0,0,1.76,2,22.628148,80.234023,Rejected
FRA0928,Chhattisgarh,Surguja,Village_1,CR,8.25,8.15,82,Gram Sabha,1,0,52.92,2,23.008038,83.329463,Pending
FRA0929,Jharkhand,Ranchi,Village_76,CR,7.18,7.27,164,Title Issued,1,1,87.6,1,23.199137,85.241767,Pending
FRA0930,Chhattisgarh,Kanker,Village_38,IFR,3.04,2.71,138,Gram Sabha,1,0,76.81,1,20.3369,81.344401,Rejected
FRA0931,Jharkhand,Simdega,Village_31,CFR,6.9,6.31,118,Title Issued,0,0,32.57,1,22.573928,84.575306,Approved
FRA0932,Madhya Pradesh,Balaghat,Village_19,CR,7.31,7.05,32,Title Issued,1,1,8.43,3,21.86152,80.250216,Pending
FRA0933,Chhattisgarh,Bastar,Village_31,CFR,7.03,7.11,161,DLC,1,0,57.08,3,19.038256,81.844627,Pending
FRA0934,Chhattisgarh,Surguja,Village_17,CFR,1.59,1.57,135,SDLC,1,0,20.11,1,22.912786,83.344945,Approved
FRA0935,Chhattisgarh,Bastar,Village_38,IFR,2.29,2.23,90,DLC,1,1,27.94,0,19.170452,81.957918,Rejected
FRA0936,Madhya Pradesh,Dindori,Village_34,IFR,6.53,6.81,33,Gram Sabha,1,1,4.17,2,22.909575,81.188439,Rejected
FRA0937,Jharkhand,Ranchi,Village_23,CFR,3.04,2.67,90,SDLC,0,0,28.97,3,23.207957,85.395916,Pending
FRA0938,Maharashtra,Gadchiroli,Village_16,IFR,4.52,4.14,28,Gram Sabha,1,1,83.17,2,20.29797,80.099663,Rejected
FRA0939,Maharashtra,Nandurbar,Village_63,CR,8.36,7.58,115,Title Issued,0,1,53.14,1,21.399202,74.225471,Approved
FRA0940,Jharkhand,Gumla,Village_6,CFR,3.92,3.52,51,Title Issued,0,1,82.45,3,22.984196,84.608288,Pending
FRA0941,Jharkhand,Gumla,Village_93,CR,2.96,2.92,78,SDLC,1,1,70.09,3,22.991034,84.68957,Approved
FRA0942,Jharkhand,Gumla,Village_34,CFR,9.7,10.08,24,Title Issued,0,1,28.08,3,23.16778,84.630442,Rejected
FRA0943,Maharashtra,Nashik,Village_20,CFR,5.87,6.1,112,Title Issued,0,0,43.56,0,20.139131,73.826918,Pending
FRA0944,Chhattisgarh,Kanker,Village_92,IFR,6.71,6.94,131,Gram Sabha,0,0,14.91,2,20.411126,81.589561,Approved
FRA0945,Maharashtra,Nashik,Village_95,IFR,9.05,9.31,103,DLC,0,1,87.94,1,19.866989,73.643486,Approved
FRA0946,Jharkhand,Ranchi,Village_84,CFR,9.72,10.01,68,Title Issued,1,0,58.48,0,23.293541,85.209969,Pending
FRA0947,Jharkhand,Ranchi,Village_27,IFR,8.88,8.8,59,SDLC,0,1,26.44,3,23.26185,85.429786,Rejected
FRA0948,Chhattisgarh,Bastar,Village_63,CFR,9.23,8.48,144,SDLC,0,1,88.7,2,19.034641,82.042842,Approved
FRA0949,Madhya Pradesh,Balaghat,Village_79,CR,6.78,6.58,40,DLC,1,0,88.91,0,21.685506,80.270096,Approved
FRA0950,Madhya Pradesh,Balaghat,Village_63,IFR,6.87,6.93,26,SDLC,0,1,40.49,0,21.85301,80.048757,Rejected
FRA0951,Madhya Pradesh,Mandla,Village_29,IFR,4.49,4.44,84,Title Issued,0,1,55.52,3,22.560511,80.451842,Rejected
FRA0952,Jharkhand,Gumla,Village_52,CFR,9.85,8.71,112,SDLC,0,1,88.08,1,23.007666,84.497349,Approved
FRA0953,Jharkhand,Gumla,Village_92,CFR,8.45,7.53,97,SDLC,1,1,42.69,2,23.017121,84.40541,Pending
FRA0954,Madhya Pradesh,Dindori,Village_33,IFR,5.56,5.5,29,DLC,0,1,69.21,0,22.951373,81.066519,Rejected
FRA0955,Odisha,Mayurbhanj,Village_89,CFR,1.51,1.41,29,Title Issued,1,1,35.03,1,21.918435,86.604767,Pending
FRA0956,Chhattisgarh,Kanker,Village_26,CR,4.53,4.27,109,DLC,0,1,77.34,0,20.341589,81.40544,Approved
FRA0957,Chhattisgarh,Kanker,Village_83,CR,1.35,1.39,136,Gram Sabha,1,0,17.59,1,20.370995,81.535429,Approved
FRA0958,Jharkhand,Simdega,Village_27,CFR,4.85,4.97,93,SDLC,1,0,79.52,3,22.689291,84.427985,Rejected
FRA0959,Chhattisgarh,Kanker,Village_18,CFR,8.06,7.68,25,DLC,1,1,47.59,2,20.215174,81.576126,Rejected
FRA0960,Chhattisgarh,Surguja,Village_39,IFR,2.43,2.43,30,DLC,0,1,27.19,2,23.028964,83.157374,Approved
FRA0961,Odisha,Koraput,Village_34,IFR,9.32,9.23,179,Gram Sabha,1,0,26.17,2,18.692012,82.77858,Approved
FRA0962,Madhya Pradesh,Dindori,Village_7,CFR,2.26,2.32,125,Title Issued,1,0,81.48,0,22.831349,81.156038,Rejected
FRA0963,Jharkhand,Gumla,Village_85,CFR,1.65,1.69,135,Title Issued,1,1,37.05,3,23.058985,84.488471,Rejected
FRA0964,Maharashtra,Nashik,Village_84,CR,6.85,6.84,85,Title Issued,0,0,26.88,1,19.973061,73.879554,Rejected
FRA0965,Jharkhand,Ranchi,Village_12,CR,5.08,5.31,169,SDLC,1,1,13.42,1,23.46221,85.372129,Pending
FRA0966,Madhya Pradesh,Balaghat,Village_53,CR,3.81,3.92,168,DLC,1,0,82.81,1,21.776844,80.205158,Approved
FRA0967,Madhya Pradesh,Dindori,Village_16,IFR,2.69,2.44,122,DLC,0,0,28.47,1,23.05602,81.056922,Rejected
FRA0968,Madhya Pradesh,Mandla,Village_3,CFR,8.72,8.17,117,Title Issued,0,1,89.25,0,22.595755,80.402228,Pending
FRA0969,Jharkhand,Ranchi,Village_84,CFR,1.17,1.02,79,SDLC,0,0,3.07,0,23.480995,85.390964,Approved
FRA0970,Maharashtra,Nashik,Village_95,IFR,7.0,6.15,31,DLC,1,1,64.23,3,19.905287,73.812851,Approved
FRA0971,Chhattisgarh,Surguja,Village_7,CFR,3.6,3.72,178,SDLC,0,1,19.03,2,22.989661,83.344575,Approved
FRA0972,Odisha,Keonjhar,Village_49,IFR,7.66,7.18,68,SDLC,1,0,70.75,3,21.559973,85.531852,Pending
FRA0973,Jharkhand,Ranchi,Village_36,IFR,9.79,9.55,29,DLC,0,1,23.11,1,23.248501,85.382195,Approved
FRA0974,Chhattisgarh,Bastar,Village_99,IFR,2.72,2.78,177,SDLC,1,1,25.72,2,19.108698,81.938472,Approved
FRA0975,Madhya Pradesh,Balaghat,Village_55,CFR,1.8,1.69,96,Title Issued,1,1,86.72,2,21.87603,80.09189,Pending
FRA0976,Odisha,Koraput,Village_31,CR,1.81,1.82,180,Gram Sabha,1,1,75.79,1,18.951535,82.702219,Pending
FRA0977,Chhattisgarh,Kanker,Village_98,CFR,1.5,1.45,72,Gram Sabha,1,0,14.8,2,20.370453,81.397513,Rejected
FRA0978,Chhattisgarh,Surguja,Village_99,IFR,4.27,4.15,170,Gram Sabha,1,1,70.84,2,22.865724,83.102751,Approved
FRA0979,Jharkhand,Gumla,Village_65,CFR,6.84,5.96,70,SDLC,0,1,7.91,2,22.959472,84.490134,Rejected
FRA0980,Jharkhand,Gumla,Village_98,IFR,7.4,7.38,57,DLC,0,1,37.03,1,22.964715,84.525129,Rejected
FRA0981,Maharashtra,Nashik,Village_70,CFR,5.56,5.42,109,SDLC,1,0,51.57,2,20.00194,73.787962,Rejected
FRA0982,Jharkhand,Gumla,Village_8,CFR,4.82,4.22,48,Title Issued,1,0,60.22,2,23.152897,84.630514,Approved
FRA0983,Jharkhand,Simdega,Village_77,IFR,7.35,7.07,153,SDLC,1,0,80.19,0,22.716271,84.533694,Pending
FRA0984,Jharkhand,Gumla,Village_89,CFR,9.7,8.45,110,DLC,0,1,27.5,2,23.093189,84.450722,Rejected
FRA0985,Chhattisgarh,Kanker,Village_39,IFR,6.51,5.72,117,Gram Sabha,1,0,4.75,3,20.2033,81.404609,Approved
FRA0986,Odisha,Koraput,Village_80,IFR,1.9,1.71,82,DLC,1,1,24.23,3,18.934681,82.702876,Approved
FRA0987,Madhya Pradesh,Balaghat,Village_95,CFR,7.03,6.84,159,Title Issued,0,0,34.41,1,21.94763,80.054481,Rejected
FRA0988,Madhya Pradesh,Mandla,Village_93,CFR,4.62,4.65,70,SDLC,1,0,16.69,3,22.749737,80.270623,Rejected
FRA0989,Odisha,Mayurbhanj,Village_84,IFR,6.12,6.13,138,DLC,0,0,41.81,2,21.895097,86.656812,Rejected
FRA0990,Madhya Pradesh,Balaghat,Village_60,IFR,7.57,6.88,157,Gram Sabha,0,0,82.81,1,21.777472,80.290117,Approved
FRA0991,Chhattisgarh,Kanker,Village_14,CFR,6.63,5.94,170,Gram Sabha,1,0,68.25,3,20.184851,81.426006,Approved
FRA0992,Maharashtra,Gadchiroli,Village_90,CFR,6.98,7.16,81,Gram Sabha,1,1,46.6,0,20.101156,79.860204,Pending
FRA0993,Chhattisgarh,Kanker,Village_70,CR,1.57,1.61,135,Title Issued,0,1,44.28,0,20.201428,81.570815,Pending
FRA0994,Madhya Pradesh,Balaghat,Village_3,CR,2.42,2.09,36,Gram Sabha,0,1,16.9,3,21.893203,80.168422,Rejected
FRA0995,Odisha,Koraput,Village_10,CFR,2.74,2.63,149,SDLC,0,1,35.84,2,18.69808,82.726816,Pending
FRA0996,Maharashtra,Nashik,Village_91,CFR,8.66,8.24,178,SDLC,1,0,35.06,0,19.898703,73.886534,Approved
FRA0997,Madhya Pradesh,Dindori,Village_1,CR,9.55,9.97,139,Gram Sabha,0,0,35.43,1,22.817169,80.942567,Rejected
FRA0998,Jharkhand,Ranchi,Village_51,IFR,9.99,10.19,112,SDLC,1,0,88.6,0,23.466992,85.345029,Pending
FRA0999,Odisha,Koraput,Village_3,CFR,7.65,6.81,157,Gram Sabha,1,1,17.37,2,18.675583,82.858823,Rejected
FRA1000,Chhattisgarh,Bastar,Village_26,CFR,8.42,8.22,74,Title Issued,0,1,67.28,0,19.10027,81.899462,Pending
