claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0108,Madhya Pradesh,Dindori,20,LOW,Normal,"Claim FRA0108 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0109,Odisha,Koraput,20,LOW,Normal,"Claim FRA0109 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0110,Chhattisgarh,Surguja,5,LOW,Normal,"Claim FRA0110 from Surguja, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0111,Jharkhand,Gumla,40,MEDIUM,Moderate,"Claim FRA0111 from Gumla, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0112,Madhya Pradesh,Mandla,25,LOW,Normal,"Claim FRA0112 from Mandla, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0113,Odisha,Mayurbhanj,30,LOW,Normal,"Claim FRA0113 from Mayurbhanj, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0114,Odisha,Mayurbhanj,55,HIGH,High,"Claim FRA0114 from Mayurbhanj, Odisha has a risk score of 55/100 (HIGH). This claim shows significant risk indicators and should be reviewed by the concerned authority. Key factors: Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Review claim documents and processing history. Final decision must be made by the authorized official."
FRA0115,Chhattisgarh,Bastar,30,LOW,Normal,"Claim FRA0115 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0116,Jharkhand,Simdega,15,LOW,Normal,"Claim FRA0116 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0117,Maharashtra,Gadchiroli,5,LOW,Normal,"Claim FRA0117 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0118,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0118 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0119,Maharashtra,Nandurbar,40,MEDIUM,Moderate,"Claim FRA0119 from Nandurbar, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0120,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0120 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0121,Madhya Pradesh,Balaghat,5,LOW,Normal,"Claim FRA0121 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0122,Jharkhand,Simdega,45,MEDIUM,Moderate,"Claim FRA0122 from Simdega, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0123,Odisha,Keonjhar,5,LOW,Normal,"Claim FRA0123 from Keonjhar, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0124,Madhya Pradesh,Balaghat,15,LOW,Normal,"Claim FRA0124 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0125,Chhattisgarh,Surguja,25,LOW,Normal,"Claim FRA0125 from Surguja, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0126,Jharkhand,Simdega,45,MEDIUM,Moderate,"Claim FRA0126 from Simdega, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0127,Madhya Pradesh,Mandla,5,LOW,Normal,"Claim FRA0127 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0128,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0128 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0129,Maharashtra,Nashik,20,LOW,Normal,"Claim FRA0129 from Nashik, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0130,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0130 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0131,Madhya Pradesh,Dindori,5,LOW,Normal,"Claim FRA0131 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0132,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0132 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0133,Chhattisgarh,Surguja,25,LOW,Normal,"Claim FRA0133 from Surguja, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0134,Chhattisgarh,Bastar,0,LOW,Normal,"Claim FRA0134 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0135,Maharashtra,Nandurbar,20,LOW,Normal,"Claim FRA0135 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0136,Odisha,Koraput,20,LOW,Normal,"Claim FRA0136 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0137,Odisha,Mayurbhanj,5,LOW,Normal,"Claim FRA0137 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
