claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0091,Odisha,Keonjhar,21.714752,85.440293,NO,0,LOW,,,Normal,"Claim FRA0091 from Keonjhar, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0092,Chhattisgarh,Bastar,19.117264,81.926669,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0092 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0093,Madhya Pradesh,Mandla,22.726245,80.328595,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0093 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0094,Jharkhand,Ranchi,23.481296,85.373391,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0094 from Ranchi, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0095,Chhattisgarh,Surguja,22.838431,83.163528,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0095 from Surguja, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0096,Madhya Pradesh,Mandla,22.710673,80.320372,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0096 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0097,Chhattisgarh,Kanker,20.327643,81.416314,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0097 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0098,Odisha,Keonjhar,21.699195,85.706593,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0098 from Keonjhar, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0099,Maharashtra,Nashik,20.111773,73.879655,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0099 from Nashik, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0100,Maharashtra,Nashik,19.986632,73.828868,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0100 from Nashik, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0101,Jharkhand,Gumla,22.963439,84.637679,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0101 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0102,Madhya Pradesh,Balaghat,21.911574,80.302843,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0102 from Balaghat, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0103,Odisha,Keonjhar,21.769469,85.483164,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0103 from Keonjhar, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0104,Odisha,Keonjhar,21.673744,85.489342,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0104 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0105,Chhattisgarh,Surguja,22.757599,83.29077,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0105 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0106,Jharkhand,Ranchi,23.326268,85.182466,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0106 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0107,Jharkhand,Gumla,23.173388,84.636882,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0107 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0108,Madhya Pradesh,Dindori,22.80729,80.982358,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0108 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0109,Odisha,Koraput,18.71123,82.802646,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0109 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0110,Chhattisgarh,Surguja,22.96736,83.235484,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0110 from Surguja, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0111,Jharkhand,Gumla,23.162286,84.483547,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0111 from Gumla, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0112,Madhya Pradesh,Mandla,22.714034,80.486755,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0112 from Mandla, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0113,Odisha,Mayurbhanj,21.877404,86.866969,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0113 from Mayurbhanj, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0114,Odisha,Mayurbhanj,21.794857,86.688234,YES,55,HIGH,Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected,,High,"Claim FRA0114 from Mayurbhanj, Odisha has a risk score of 55/100 (HIGH). This claim shows significant risk indicators and should be reviewed by the concerned authority. Key factors: Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Review claim documents and processing history. Final decision must be made by the authorized official."
FRA0115,Chhattisgarh,Bastar,19.146494,82.081279,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0115 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0116,Jharkhand,Simdega,22.652759,84.443165,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0116 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0117,Maharashtra,Gadchiroli,20.133361,80.04525,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0117 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0118,Chhattisgarh,Surguja,22.891882,83.211111,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0118 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
